Site Id,School Name,Site Name,Protocol,Data Count,Latitude,Longitude,Elevation
11492,Complex of Schools No 5 in Zabrze,Maciejow:LCS-01,{dv_land_coversdv_vegatation_covers},3.0,50.1929,18.4447,176.3
100676,Complex of Schools No. 73 L Ruy Barbosa High School,34UEC017902,{dv_land_coversdv_vegatation_covers},2.0,52.26218,21.02491,83.3
165485,Complex of Schools No. 73 L Ruy Barbosa High School,34UFE305866,{dv_land_coversdv_vegatation_covers},6.0,54.01117,22.99152,176.3
10471,Complex of Secondary Schools no 1 Jana Pawła II in Przysucha,park:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,51.3667,20.6333,200.0
9171,CONALEP Plantel Gustavo Baz,ZONA FORESTADA DEL LAGO DE GUADALUPE:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,19.3753,-99.15,2286.1
9173,CONALEP Plantel Gustavo Baz,ZONA FORESTADA DEL LAGO DE GUADALUPE:LCS-02,{dv_land_coversdv_vegatation_covers},4.0,19.3753,-99.15,2291.1
28362,Continental Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,41.1043,-84.2657,230.0
26849,Corcoran High School,Elmwood park:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,43.0175,-76.1713,364.0
26848,Corcoran High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,43.0175,-76.171,415.0
153381,CPEM N° 7,Plaza San Martin- Junin de los Andes,{dv_land_coversdv_vegatation_covers},2.0,-39.95097,-71.0708,780.2
19854,Crescent Elk School,Florence Keller  Park:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,41.8082,-124.1497,22.0
19853,Crescent Elk School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,41.756,-124.2027,202.0
23966,Crescent Park School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,44.4037,-70.783,226.0
148406,Crestwood High School,Crestwood High School-Front of School,{dv_land_coversdv_vegatation_covers},3.0,42.32179,-83.2926,189.6
138272,Croatia Citizen Science,33TWL331527,{dv_land_coversdv_vegatation_covers},9.0,45.62706,15.42463,276.7
140444,Croatia Citizen Science,33TWL331528,{dv_land_coversdv_vegatation_covers},5.0,45.62796,15.42463,280.9
107290,Croatia Citizen Science,33TWL420377,{dv_land_coversdv_vegatation_covers},4.0,45.49157,15.53751,109.8
107291,Croatia Citizen Science,33TWL431385,{dv_land_coversdv_vegatation_covers},4.0,45.4987,15.55166,111.9
183561,Croatia GLOBE v-School,Maksimir,{dv_land_coversdv_vegatation_covers},3.0,45.82351,16.01736,131.9
183562,Croatia GLOBE v-School,Maksimir 3,{dv_land_coversdv_vegatation_covers},3.0,45.82351,16.01736,131.9
138821,Croatia GLOBE v-School,Nova ves,{dv_land_coversdv_vegatation_covers},2.0,45.82505,15.97911,199.6
138828,Croatia GLOBE v-School,OŠ Ivana Gundulića Osijek,{dv_land_coversdv_vegatation_covers},2.0,45.55555,18.68372,90.0
33947,Croatia GLOBE v-School,Suma iza skole,{dv_land_coversdv_vegatation_covers},19.0,46.1962,15.8332,197.0
6480,Csokonai Vitéz Mihály Gimnázium,Debrecen / Nagyerd&#337;:BIO-05,{dv_land_coversdv_vegatation_covers},2.0,47.877,21.9998,121.0
6483,Csokonai Vitéz Mihály Gimnázium,Nagyerd?2:LCS-01,{dv_land_coversdv_vegatation_covers},5.0,47.5597,21.6187,80.1
6476,Csokonai Vitéz Mihály Gimnázium,Nagyerd&#337; 2:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,47.877,21.9998,121.0
30222,Curington Elementary School,Curington Elementary School~2010 Climate and Land Cover Event:LCS-01,{dv_land_coversdv_vegatation_covers},3.0,29.8047,-98.7287,448.0
30035,Cypress Grove,Cypress Grove Study Site:LCS-02,{dv_land_coversdv_vegatation_covers},2.0,30.5667,-96.2833,78.0
19804,Dana Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,34.1242,-118.0282,115.0
30005,David K. Sellars Fine Arts Academy,Roberts Farm:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,33.1774,-97.1715,254.8
24245,Davidson Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.1922,-83.1938,176.0
31896,Davis Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,41.2683,-110.963,2176.0
6380,Deák Ferenc Gimnázium,Birho:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,47.9849,22.5139,110.1
155445,Denmark Citizen Science,33UUB455628,{dv_land_coversdv_vegatation_covers},2.0,55.58662,12.54859,-0.6
25705,Devils Lake High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,48.1268,-98.8688,486.0
506,Dirranbandi P 10 Campus,Dirranbandi P-10 Campus:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,-28.6667,148.4167,167.0
19611,Divisadero Middle School,Kaweah Oaks Preserve:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,36.3288,-119.1717,69.0
31334,Dodgeland Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,43.305,-88.8447,258.0
157574,Donmoddaengwittayakom School,48PWC025001,{dv_land_coversdv_vegatation_covers},2.0,15.37768,105.0233,126.1
24220,Dowagiac Central Middle School,ELKS BIOLOGY:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,41.9813,-86.0993,216.0
24221,Dowagiac Central Middle School,Elks Biology/Land cover:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,44.9813,-86.0993,216.0
8962,Dr Ibrahim Temo - Niko Nestor,kafasan forest:LCS-02,{dv_land_coversdv_vegatation_covers},2.0,41.15,20.62,989.0
8961,Dr Ibrahim Temo - Niko Nestor,Radozda forest:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,41.1,20.6252,742.0
2813,Dr. von Morgenstern Schulen II,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,52.3333,10.5333,73.0
29523,DuBose Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,33.0327,-80.2377,32.0
17986,Dunbar Creative Performing Arts,Baker High School:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,30.67,-88.25,96.8
13967,Durham Johnstone School,Flass Vale:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,54.7787,-1.5957,96.0
27107,Dutchess Academy Of Environmental Studies,Esopus 1:BIO-04,{dv_land_coversdv_vegatation_covers},2.0,41.8263,-73.9478,10.0
27106,Dutchess Academy Of Environmental Studies,ESOPUS2:BIO-03,{dv_land_coversdv_vegatation_covers},2.0,41.8258,-73.9475,10.0
27105,Dutchess Academy Of Environmental Studies,Esopus 3:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,41.8237,-73.9482,10.0
27114,Dutchess Academy Of Environmental Studies,Kitchen Corners:LCS-02,{dv_land_coversdv_vegatation_covers},3.0,41.6,-73.5833,116.0
27108,Dutchess Academy Of Environmental Studies,South Ephemeral Pool Pictal:BIO-05,{dv_land_coversdv_vegatation_covers},10.0,41.8407,-73.9412,116.0
27113,Dutchess Academy Of Environmental Studies,South Ephemeral Pool Pictal:LCS-01,{dv_land_coversdv_vegatation_covers},3.0,41.8407,-73.9412,116.0
23747,Eastland Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,44.9211,-69.2622,85.0
25031,East Prairie High School,Big Oak Tree State Park GLOBE Site:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,36.6385,-89.2865,85.0
25030,East Prairie High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,36.7797,-89.3856,85.0
25324,East Rutherford High,Successional Oak Forest:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,35.32,-81.8689,299.0
29794,East Side Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,36.4148,-89.0408,99.0
1429,Ecole primaire Rebeuvelier,ESSERTS/Mt Chemin:LCS-02,{dv_land_coversdv_vegatation_covers},2.0,47.3232,7.4112,674.0
179412,Ecuador Citizen Science,17MQV852833,{dv_land_coversdv_vegatation_covers},2.0,-0.15094,-78.43783,2585.1
22497,Edgebrook Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.3381,-88.2675,228.0
159217,Edgerton High School,16TFL878913,{dv_land_coversdv_vegatation_covers},3.0,41.45132,-84.75165,254.3
26199,Ed. W. Clark High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,36.1372,-115.1978,545.0
192040,EGIRIOKE HIGH SCHOOL IYIN EKITI,31NGJ384470,{dv_land_coversdv_vegatation_covers},3.0,7.6572,5.16109,566.4
182145,Ekonomska i trgovačka škola Dubrovnik,34TBN597274,{dv_land_coversdv_vegatation_covers},10.0,42.66155,18.06798,28.8
145856,Ekonomska i trgovačka škola Dubrovnik,Gospino polje,{dv_land_coversdv_vegatation_covers},5.0,42.64716,18.08471,61.0
182425,Ekonomska i trgovačka škola Dubrovnik,Kamp Solitudo,{dv_land_coversdv_vegatation_covers},4.0,42.6616,18.0691,83.0
150380,Ekonomska i trgovačka škola Dubrovnik,Petka,{dv_land_coversdv_vegatation_covers},4.0,42.65051,18.06273,75.0
6170,Ekonomsko-birotehnicka i trgovacka skola,NOVI BOKANJAC:LCS-02,{dv_land_coversdv_vegatation_covers},13.0,44.15563,15.25038,43.0
32999,Ekonomsko-birotehnicka i trgovacka skola Zadar,Kamp:LCS-03,{dv_land_coversdv_vegatation_covers},38.0,44.1352,15.2149,10.0
48248,Ekonomsko-birotehnicka i trgovacka skola Zadar,Yachting,{dv_land_coversdv_vegatation_covers},36.0,44.1318,15.2094,13.0
6169,Ekonomsko-birotehnicka i trgovacka skola Zadar,ZMIRICI:LCS-01,{dv_land_coversdv_vegatation_covers},38.0,44.1411,15.2327,41.0
106050,Ekonomsko-birotehnicka i trgovacka skola Zadar,Žmirići raskršće,{dv_land_coversdv_vegatation_covers},13.0,44.1392,15.2277,53.0
215466,ekonomsko-birotehnička škola split,karakterizacija Skalice,{dv_land_coversdv_vegatation_covers},2.0,43.51679,16.43815,12.0
47420,ekonomsko-birotehnička škola split,trstenik biometrija,{dv_land_coversdv_vegatation_covers},9.0,43.50204,16.46783,9.3
33967,ekonomsko-birotehnička škola split,turska kula,{dv_land_coversdv_vegatation_covers},7.0,43.52,16.44,51.0
48541,Elayet feda basic school,aldwehria,{dv_land_coversdv_vegatation_covers},2.0,23.31,56.0,501.0
48265,Elayet feda basic school,park,{dv_land_coversdv_vegatation_covers},2.0,23.36,58.23,11.0
104390,Elayet feda basic school,yanqul park,{dv_land_coversdv_vegatation_covers},5.0,23.43,56.43,584.0
17646,Elberta Middle School,Baker High plot:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,30.6,-88.25,96.7
42873,Elementary C  Der Hana,Meteorological Shelter School Yard,{dv_land_coversdv_vegatation_covers},7.0,32.86159,35.35974,234.0
71204,Elkhorn Slough National Estuarine Research Reserve GLOBE v-School,10SFF132753,{dv_land_coversdv_vegatation_covers},5.0,36.81679,-121.73082,38.2
3612,El Motafawkeen Secondary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,30.05,31.25,152.0
31435,Elmwood Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.9506,-88.0888,231.0
9983,Elverum videregaende skole,SAVIS:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,60.895,11.5617,190.0
6684,Emek Hachula,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,33.1667,35.6667,20.0
23754,Emerson School (USMEM7QQ),School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,44.3853,-68.208,21.0
29031,Emmaus High School,Vera Cruz - Faith Road:BIO-03,{dv_land_coversdv_vegatation_covers},3.0,40.501,-75.48,237.3
168183,Empangeni High School,36JUP855218,{dv_land_coversdv_vegatation_covers},3.0,-28.72607,31.82756,87.9
141587,Empangeni High School,36JUP921184,{dv_land_coversdv_vegatation_covers},5.0,-28.75732,31.89481,95.8
144112,Empangeni High School,36JUP921185,{dv_land_coversdv_vegatation_covers},5.0,-28.75642,31.89482,100.1
166402,Empangeni High School,36JUP925185,{dv_land_coversdv_vegatation_covers},3.0,-28.75645,31.89891,85.4
4353,Enon kirkonkylan ala-aste,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,62.7908,30.1637,128.0
901,EPP Akpakpa - Centre/A,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},4.0,6.3675,2.4505,41.0
22636,Erie High School,Big Bend 1:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,40.6505,-90.012,174.0
51130,Esawiyeh Junior High School for boys,Meteorological  Roof  Shelter,{dv_land_coversdv_vegatation_covers},3.0,31.7983,35.55,720.0
159684,Escuela Básica N° 81 y Colegio Nacional María Auxiliadora,21JVM512918,{dv_land_coversdv_vegatation_covers},2.0,-25.38981,-57.48514,164.2
154921,Escuela Básica N° 81 y Colegio Nacional María Auxiliadora,21JVM534921,{dv_land_coversdv_vegatation_covers},2.0,-25.38717,-57.46326,119.4
132,Escuela de Educacion  Media N 8,VICENTE LOPEZ:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,-34.552,-58.483,42.0
188,Escuela de Ensenanza Media 7 "Nicolas Copernico",GOLF06:LCS-05,{dv_land_coversdv_vegatation_covers},9.0,-34.5094,-58.5361,15.0
187,Escuela de Ensenanza Media 7 "Nicolas Copernico",golf2B:LCS-03,{dv_land_coversdv_vegatation_covers},4.0,-34.5094,-58.5361,15.0
192857,Escuela de Entrenamiento GLOBE Perú,18LTM745736,{dv_land_coversdv_vegatation_covers},2.0,-11.99095,-77.071,59.5
29646,Estill High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},15.0,32.7547,-81.2422,23.0
3550,Estonian Learning Expedition,bio4:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,57.9988,26.37,182.0
3568,Estonian Learning Expedition,Heinamaa:LCS-16,{dv_land_coversdv_vegatation_covers},2.0,58.009,26.3909,146.0
3561,Estonian Learning Expedition,Kaariku 31':LCS-09,{dv_land_coversdv_vegatation_covers},5.0,58.0012,26.4029,142.0
3552,Estonian Learning Expedition,mets1:BIO-04,{dv_land_coversdv_vegatation_covers},2.0,58.0192,26.3938,140.0
3549,Estonian Learning Expedition,mets5:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,58.002,26.4025,145.0
3551,Estonian Learning Expedition,Paiumagi:BIO-03,{dv_land_coversdv_vegatation_covers},2.0,58.0037,26.386,170.0
3565,Estonian Learning Expedition,pyhaj2rv_8:LCS-13,{dv_land_coversdv_vegatation_covers},2.0,58.0373,26.4529,127.0
3571,Estonian Learning Expedition,Visu baas:LCS-19,{dv_land_coversdv_vegatation_covers},2.0,58.0049,26.3876,163.0
17287,Etowah Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,34.0183,-86.1006,165.0
17723,Excel High School,Baker High School:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,30.67,-88.25,97.8
30238,Fabra Elementary School,LAVERNE/SHIRLEY:LCS-03,{dv_land_coversdv_vegatation_covers},2.0,29.4259,-98.5456,28.3
214634,Faculty of Science and Techology.  Rambhai Barni Rajabhat University,โรงเรียนบางกะจะ,{dv_land_coversdv_vegatation_covers},2.0,12.58,102.5,24.0
20181,Fair Haven K-8 (TAG PROGRAM),Land Cover # 1:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,41.33337,-72.90016,15.2
25568,Fairview Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},6.0,35.3915,-83.1969,830.0
17873,Fairview Middle School (USALOKZL),practice site:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,34.74201,-87.64755,191.5
23649,Fairview Outdoor Education Center,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,39.6561,-77.9319,125.0
7224,Fatima Alzahraa-Military Culture,MARJ ALHAMAM / AMMAN:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,31.9008,35.8617,824.0
6404,Ferences Gimnázium,Bio:BIO-01,{dv_land_coversdv_vegatation_covers},7.0,47.721,19.0,462.0
6405,Ferences Gimnázium,Land Cover/Biology Site 04:BIO-04,{dv_land_coversdv_vegatation_covers},2.0,47.9611,17.3381,91.3
6406,Ferences Gimnázium,Rozsahegy:LCS-01,{dv_land_coversdv_vegatation_covers},14.0,47.721,19.0,374.0
22448,Ferson Creek Elementary School,HEMMER'S WOODS:BIO-02,{dv_land_coversdv_vegatation_covers},3.0,41.9347,-88.3593,234.0
22447,Ferson Creek Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},4.0,41.947,-88.3871,223.0
21220,Findley Oaks Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,34.0028,-84.1447,299.0
22302,Firth Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,43.3053,-112.1822,1633.0
22420,Fisher Grade School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,40.2946,-88.3723,232.0
24946,Five Hawks Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,44.7322,-93.4367,314.0
7072,Fjolbrautaskoli Sudurnesja,Holt vid F.S. -> A:BIO-04,{dv_land_coversdv_vegatation_covers},2.0,63.9977,-22.5645,15.0
7073,Fjolbrautaskoli Sudurnesja,Holt vid F.S. -> C:BIO-05,{dv_land_coversdv_vegatation_covers},2.0,63.9982,-22.5602,15.0
7070,Fjolbrautaskoli Sudurnesja,Holt vid F.S.->S:BIO-02,{dv_land_coversdv_vegatation_covers},3.0,63.9967,-22.9343,15.0
7069,Fjolbrautaskoli Sudurnesja,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,63.998,-22.56,12.0
17342,Florence Middle School,Practice Land Cover 1:LCS-02,{dv_land_coversdv_vegatation_covers},2.0,34.78395,-87.65599,259.0
25811,Florence Rideout Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.8433,-71.7356,117.0
21113,Florida State University Department of Meteorology,FSU-Piney Woods:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,30.4474,-84.288,75.8
23308,Forestdale School - Sandwich Public Schools,Forestdale School Bio Site:BIO-03,{dv_land_coversdv_vegatation_covers},2.0,41.698,-70.507,43.0
23307,Forestdale School - Sandwich Public Schools,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,41.6884,-70.5019,12.0
24704,Forsythe Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.2969,-83.766,247.0
208793,France Citizen Science,32TKR681636,{dv_land_coversdv_vegatation_covers},2.0,45.68712,6.02184,1356.5
26099,Franklin Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,40.8938,-74.0957,25.0
30513,Frederick Douglass Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,39.1856,-78.1636,181.0
25728,Fremont Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},6.0,41.4333,-96.4978,353.0
19040,Ft. Defiance Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,35.7444,-109.0765,2103.0
7475,Fukui University Junior High School,Seibutu:BIO-02,{dv_land_coversdv_vegatation_covers},2.0,36.0833,136.2,10.0
24838,Galesburg - Augusta Intermediate School,WATER TOWER PARK:BIO-02,{dv_land_coversdv_vegatation_covers},6.0,42.3388,-85.355,282.0
24956,Galtier Math Science And Technology Magnet School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,44.9576,-93.1558,251.0
26802,Garden City Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,40.724,-73.6442,2.0
155204,Germany Citizen Science,32ULA681934,{dv_land_coversdv_vegatation_covers},2.0,50.47773,7.141,472.3
201962,Germany Citizen Science,32UMA760536,{dv_land_coversdv_vegatation_covers},2.0,50.13415,8.66418,121.6
210303,Germany Citizen Science,32UMB161959,{dv_land_coversdv_vegatation_covers},2.0,51.40811,7.79369,168.9
212179,Germany Citizen Science,33UUT475603,{dv_land_coversdv_vegatation_covers},2.0,51.97243,12.77984,112.6
156018,Germany Citizen Science,33UUU921174,{dv_land_coversdv_vegatation_covers},2.0,52.49605,13.41059,34.9
190305,Ghana GLOBE v-School,31NBH181302,{dv_land_coversdv_vegatation_covers},3.0,6.59953,0.45068,163.3
8343,Gimnasia Gorkiy,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,53.2083,63.6417,160.0
6025,Gimnazija Cakovec,globetka1dajt:LCS-04,{dv_land_coversdv_vegatation_covers},2.0,46.38735,16.4045,102.3
6024,Gimnazija Cakovec,globetka misa1:LCS-03,{dv_land_coversdv_vegatation_covers},2.0,46.39049,16.40191,102.3
6097,Gimnazija Dubrovnik,Gorica sv. Vlaha:BIO-01,{dv_land_coversdv_vegatation_covers},12.0,42.2326,18.0081,40.2
5591,Gimnazija Karlovac,Ilovac-suma:LCS-02,{dv_land_coversdv_vegatation_covers},5.0,45.5233,15.5507,120.0
5590,Gimnazija Karlovac,Meku?janski lug:LCS-01,{dv_land_coversdv_vegatation_covers},11.0,45.4665,15.5743,70.7
32380,Gimnazija Karlovac,Travnjak:LCS-06,{dv_land_coversdv_vegatation_covers},8.0,45.48185,15.55894,63.7
100123,Gimnazija Karlovac,Žabnik,{dv_land_coversdv_vegatation_covers},3.0,46.53139,16.37959,173.0
35620,Gimnazija Matija Mesic,[BIOMETRIJA] [ŠKOLA] POKROV,{dv_land_coversdv_vegatation_covers},6.0,45.15721,18.01165,92.0
32359,Gimnazija Matija Mesic,Klasije:LCS-11,{dv_land_coversdv_vegatation_covers},5.0,45.15705,18.01115,92.0
5559,Gimnazija Matija Mesic,Ljeskove vode:LCS-01,{dv_land_coversdv_vegatation_covers},6.0,45.21666,18.08333,215.0
35666,Gimnazija Petra Preradovica,Meteorološka kućica Gimnazije,{dv_land_coversdv_vegatation_covers},7.0,45.83139,17.38466,122.0
144707,Gimnazija Petra Preradovica,Postaja Mali park,{dv_land_coversdv_vegatation_covers},19.0,45.8301,17.3912,122.0
11585,Gimnazjum Cz.Milosza in Łęczyca,Gimnazjum Topola Krolewska:BIO-03,{dv_land_coversdv_vegatation_covers},9.0,52.0634,19.1251,67.2
11584,Gimnazjum Cz.Milosza in Łęczyca,Topola Krolewska:BIO-01,{dv_land_coversdv_vegatation_covers},10.0,52.1094,19.2642,67.5
10486,Gimnazjum No 17 in Białystok,Forest Bialystok:LCS-03,{dv_land_coversdv_vegatation_covers},3.0,53.1155,23.0222,111.7
11522,Gimnazjum St. Staszica in Panki,forest:LCS-04,{dv_land_coversdv_vegatation_covers},2.0,50.8924,18.7591,224.6
25350,Glade Creek Elementary,Glade Valley Woods:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,36.5149,-80.9434,908.8
653,Glen Waverley Secondary College,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,-37.85,145.5,123.0
23458,Glenwood Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,39.2917,-77.0206,169.0
20088,Glenwood Springs High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,39.5506,-107.3242,2083.0
158522,GLOBE Program Office,37MBU599629,{dv_land_coversdv_vegatation_covers},3.0,-1.2395,36.84229,1663.9
2379,Goethe Schule,HELGEBACH97:BIO-03,{dv_land_coversdv_vegatation_covers},5.0,50.5502,8.5077,180.0
19669,Gold Ridge Elementary School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},5.0,38.3674,-122.6807,43.0
24170,Goodrich Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,42.9169,-83.5064,299.0
183439,GOVERNMENT SECONDARY SCHOOL KABWIR,32PNR633425,{dv_land_coversdv_vegatation_covers},7.0,9.4305,9.57659,744.8
21215,G.P. Babb Middle School,Babb Athletic Field:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,33.6039,-84.3515,1029.7
144544,GPM Satellite Mission,18SUH672866,{dv_land_coversdv_vegatation_covers},12.0,38.71808,-76.52755,2.4
193178,GPM Satellite Mission,18SUJ102471,{dv_land_coversdv_vegatation_covers},3.0,39.25247,-77.19963,182.3
158602,GPM Satellite Mission,18SUJ103471,{dv_land_coversdv_vegatation_covers},3.0,39.25249,-77.19847,183.7
194112,GPM Satellite Mission,18SUJ104466,{dv_land_coversdv_vegatation_covers},3.0,39.24801,-77.19717,179.4
46273,GPM Satellite Mission,18SUJ104472,{dv_land_coversdv_vegatation_covers},10.0,39.25342,-77.19734,181.1
165729,GPM Satellite Mission,18SUJ105471,{dv_land_coversdv_vegatation_covers},3.0,39.25254,-77.19615,179.9
35785,GPM Satellite Mission,18SUJ105472,{dv_land_coversdv_vegatation_covers},19.0,39.25344,-77.19618,178.8
31340,Grace Christian Day School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,44.2705,-88.4242,249.0
23266,Grafton High School,Merriam Road  Conservation Land -top of hill:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,42.2,-71.65,181.0
23265,Grafton High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},3.0,42.2129,-71.6942,30.0
18941,Grand Canyon Middle School,Pinon-Juniper #1:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,36.04386,-112.13989,2128.4
30484,Grand County High School,RIPARIAN ZONE OF MILL CREEK HYDROLOGY SITE:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,38.5722,-109.5453,1234.0
30483,Grand County High School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,38.5672,-109.5462,1090.0
215205,Greece GLOBE v-School,34TFK221361,{dv_land_coversdv_vegatation_covers},2.0,40.06632,22.43178,2086.4
216587,Greece GLOBE v-School,Research Area: LIT-216587S4,{dv_land_coversdv_vegatation_covers},8.0,40.09729,22.49382,440.8
216669,Greece GLOBE v-School,Research Area: LIT-216669S5,{dv_land_coversdv_vegatation_covers},7.0,40.06632,22.43178,2086.4
19712,Green Valley Elementary,GV Hill:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,37.8342,-121.9755,682.0
31121,Guilford Central School,Landcover/Biology:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,42.8013,-72.6207,183.4
23687,Gunston Day School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,39.0417,-76.0667,11.0
23657,Gwynn Park Middle School,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,38.7063,-76.8677,152.0
1242,Gymnasium Baeumlihof,Eglisee IWB:LCS-02,{dv_land_coversdv_vegatation_covers},6.0,47.5678,7.6362,260.0
2667,Gymnasium Meckelfeld,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,53.6,10.1667,33.0
4962,Gymnasium of Gavros,Rescentol:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,40.6248,21.201,858.0
4961,Gymnasium of Gavros,School Location:BIO-01,{dv_land_coversdv_vegatation_covers},2.0,40.6248,21.201,858.0
1673,Gymnasium Yeroskipou,MESOGI:LCS-01,{dv_land_coversdv_vegatation_covers},2.0,34.492,32.274,364.0
2040,Gymnazium Ceska Trebova,green:LCS-02,{dv_land_coversdv_vegatation_covers},2.0,49.9167,16.4833,505.0
2037,Gymnazium Ceska Trebova,grun:BIO-05,{dv_land_coversdv_vegatation_covers},3.0,49.9195,16.4888,505.0
2036,Gymnazium Ceska Trebova,redcirclecross:BIO-04,{dv_land_coversdv_vegatation_covers},3.0,49.9213,16.4895,505.0
2042,Gymnazium Ceska Trebova,redcirclecross:LCS-04,{dv_land_coversdv_vegatation_covers},2.0,49.9213,16.4895,505.0
